"crsCode","deptId","crsName","descr"
"crsCode290485","deptId241284","crsName376259","descr222761"
"crsCode49953","deptId569650","crsName6069","descr716478"
"crsCode109381","deptId832854","crsName968992","descr693625"
"crsCode87502","deptId388547","crsName979199","descr608596"
"crsCode712937","deptId373771","crsName567638","descr880409"
"crsCode179965","deptId621227","crsName562746","descr743017"
"crsCode976510","deptId84131","crsName206970","descr919960"
"crsCode837680","deptId111209","crsName165161","descr552758"
"crsCode267833","deptId166643","crsName39433","descr647209"
"crsCode575840","deptId548210","crsName288918","descr687990"
"crsCode87464","deptId406431","crsName35180","descr515038"
"crsCode845507","deptId48109","crsName542613","descr167205"
"crsCode85429","deptId503262","crsName294451","descr143406"
"crsCode58438","deptId916082","crsName638406","descr233793"
"crsCode645091","deptId525306","crsName595867","descr933551"
"crsCode303635","deptId117322","crsName752466","descr780301"
"crsCode907857","deptId888588","crsName398986","descr475035"
"crsCode813322","deptId659378","crsName29227","descr48969"
"crsCode867508","deptId443651","crsName543375","descr567695"
"crsCode433032","deptId379543","crsName61006","descr249914"
"crsCode443614","deptId705694","crsName599140","descr401863"
"crsCode22820","deptId378394","crsName277313","descr864296"
"crsCode803643","deptId881581","crsName809006","descr442531"
"crsCode329263","deptId677260","crsName412247","descr749978"
"crsCode448784","deptId993811","crsName719673","descr237029"
"crsCode243377","deptId224563","crsName315113","descr376667"
"crsCode282045","deptId491078","crsName343486","descr7536"
"crsCode119345","deptId937283","crsName15708","descr376248"
"crsCode694841","deptId632205","crsName693342","descr6858"
"crsCode718187","deptId607334","crsName784799","descr377536"
"crsCode467802","deptId524928","crsName740901","descr151770"
"crsCode574488","deptId608692","crsName145451","descr141890"
"crsCode998476","deptId855500","crsName72970","descr302890"
"crsCode914988","deptId702394","crsName620867","descr686865"
"crsCode889750","deptId732332","crsName493099","descr146661"
"crsCode743953","deptId815031","crsName690227","descr451587"
"crsCode189339","deptId275632","crsName66963","descr292634"
"crsCode129646","deptId801306","crsName175699","descr96621"
"crsCode769108","deptId294969","crsName36598","descr614582"
"crsCode784547","deptId147205","crsName134019","descr457832"
"crsCode860632","deptId398010","crsName986673","descr611982"
"crsCode925580","deptId224204","crsName515758","descr359119"
"crsCode220821","deptId670584","crsName886604","descr583506"
"crsCode325564","deptId123382","crsName888905","descr358846"
"crsCode559894","deptId810507","crsName28409","descr282202"
"crsCode573249","deptId963002","crsName190738","descr773652"
"crsCode351549","deptId121690","crsName89044","descr558941"
"crsCode481700","deptId696771","crsName630291","descr463473"
"crsCode614279","deptId996706","crsName732898","descr50868"
"crsCode66983","deptId518573","crsName969054","descr24632"
"crsCode632781","deptId577904","crsName216340","descr225947"
"crsCode883014","deptId997637","crsName978128","descr301070"
"crsCode218431","deptId471841","crsName303171","descr172272"
"crsCode43449","deptId619147","crsName681936","descr337560"
"crsCode249448","deptId475241","crsName75891","descr650482"
"crsCode707118","deptId14003","crsName392718","descr448576"
"crsCode721071","deptId738440","crsName251026","descr735810"
"crsCode149776","deptId796319","crsName542150","descr962353"
"crsCode740561","deptId28118","crsName713271","descr844133"
"crsCode340805","deptId975718","crsName991932","descr734870"
"crsCode284010","deptId600056","crsName523813","descr299711"
"crsCode953257","deptId698640","crsName206976","descr439326"
"crsCode661483","deptId999080","crsName261191","descr114008"
"crsCode750997","deptId600728","crsName507817","descr785466"
"crsCode918562","deptId686384","crsName61875","descr294875"
"crsCode689372","deptId508200","crsName209627","descr424989"
"crsCode391607","deptId303","crsName801449","descr901778"
"crsCode228362","deptId677343","crsName478403","descr571131"
"crsCode69610","deptId175634","crsName327379","descr854635"
"crsCode165541","deptId761870","crsName770583","descr928842"
"crsCode689688","deptId101019","crsName918276","descr46517"
"crsCode547310","deptId785078","crsName569112","descr240131"
"crsCode108597","deptId636318","crsName594811","descr767587"
"crsCode303198","deptId193867","crsName485649","descr505953"
"crsCode764305","deptId811070","crsName917535","descr597063"
"crsCode496619","deptId918707","crsName443159","descr31968"
"crsCode614805","deptId68980","crsName991361","descr689496"
"crsCode547842","deptId101000","crsName545928","descr678207"
"crsCode654469","deptId113160","crsName33887","descr686828"
"crsCode442316","deptId141713","crsName464334","descr130622"
"crsCode580733","deptId811861","crsName309853","descr471486"
"crsCode175275","deptId490956","crsName146587","descr936224"
"crsCode76853","deptId68425","crsName309515","descr567528"
"crsCode30203","deptId193831","crsName484588","descr62378"
"crsCode711806","deptId747298","crsName866404","descr260329"
"crsCode203859","deptId576961","crsName226696","descr656801"
"crsCode694724","deptId926065","crsName84426","descr442145"
"crsCode307587","deptId51502","crsName134080","descr172687"
"crsCode632652","deptId18458","crsName298125","descr773647"
"crsCode558934","deptId291694","crsName873087","descr288629"
"crsCode356306","deptId549539","crsName837274","descr244239"
"crsCode460606","deptId542519","crsName561660","descr428344"
"crsCode213023","deptId609198","crsName729412","descr712109"
"crsCode811072","deptId137163","crsName549013","descr943978"
"crsCode708187","deptId207931","crsName224055","descr314216"
"crsCode665744","deptId4129","crsName336220","descr107383"
"crsCode285361","deptId677311","crsName58044","descr797875"
"crsCode866746","deptId614462","crsName782305","descr477414"
"crsCode457054","deptId829722","crsName428159","descr89338"
"crsCode424316","deptId936748","crsName234939","descr738393"
"crsCode399280","deptId146709","crsName683724","descr172067"
"crsCode146054","deptId613188","crsName9279","descr122443"
"crsCode615882","deptId800997","crsName737684","descr182351"
"crsCode911739","deptId742055","crsName258118","descr876561"
"crsCode933662","deptId883687","crsName114216","descr640087"
"crsCode529838","deptId332158","crsName566891","descr274524"
"crsCode919024","deptId266404","crsName696956","descr944976"
"crsCode27749","deptId855487","crsName35530","descr35251"
"crsCode796889","deptId858828","crsName47525","descr61257"
"crsCode445337","deptId402857","crsName8834","descr156027"
"crsCode555970","deptId60476","crsName367707","descr608266"
"crsCode935603","deptId269252","crsName51507","descr527920"
"crsCode230436","deptId889978","crsName976503","descr299029"
"crsCode327312","deptId391459","crsName920128","descr844971"
"crsCode96718","deptId307509","crsName820150","descr437414"
"crsCode569598","deptId813539","crsName874574","descr366939"
"crsCode505694","deptId623175","crsName28979","descr96052"
"crsCode727164","deptId239915","crsName819779","descr564110"
"crsCode487942","deptId982836","crsName181040","descr35951"
"crsCode233597","deptId646316","crsName965703","descr260455"
"crsCode821768","deptId770731","crsName446221","descr840386"
"crsCode915621","deptId946720","crsName56005","descr990950"
"crsCode954298","deptId566593","crsName102799","descr244112"
"crsCode316874","deptId880525","crsName986923","descr906790"
"crsCode66499","deptId463866","crsName326298","descr838008"
"crsCode571571","deptId887809","crsName574501","descr586839"
"crsCode713307","deptId890050","crsName944631","descr704338"
"crsCode893660","deptId664788","crsName795365","descr336650"
"crsCode268238","deptId677165","crsName449934","descr119857"
"crsCode242544","deptId401771","crsName853214","descr833059"
"crsCode923385","deptId439869","crsName336940","descr273632"
"crsCode425485","deptId460593","crsName433475","descr309862"
"crsCode200971","deptId127834","crsName335230","descr722151"
"crsCode813123","deptId487325","crsName913357","descr532140"
"crsCode704581","deptId667864","crsName259924","descr620806"
"crsCode368853","deptId697776","crsName460530","descr775084"
"crsCode39162","deptId610486","crsName498911","descr177334"
"crsCode474037","deptId371510","crsName121838","descr582133"
"crsCode589647","deptId633563","crsName500402","descr766637"
"crsCode871179","deptId423938","crsName227069","descr206448"
"crsCode783099","deptId232409","crsName197827","descr896215"
"crsCode620975","deptId727668","crsName789470","descr215072"
"crsCode19528","deptId243180","crsName294187","descr614111"
"crsCode197482","deptId969524","crsName662865","descr534690"
"crsCode413072","deptId735481","crsName180898","descr633062"
"crsCode15801","deptId239733","crsName734553","descr339759"
"crsCode302848","deptId343441","crsName472451","descr870472"
"crsCode459721","deptId658997","crsName856443","descr65047"
"crsCode365783","deptId340461","crsName205390","descr30876"
"crsCode348347","deptId968313","crsName394493","descr780422"
"crsCode656935","deptId257457","crsName981344","descr895346"
"crsCode222433","deptId436691","crsName231","descr70209"
"crsCode418707","deptId329067","crsName622268","descr121940"
"crsCode756927","deptId989597","crsName880516","descr603879"
"crsCode197455","deptId861010","crsName769733","descr102151"
"crsCode625418","deptId525501","crsName74018","descr774193"
"crsCode710051","deptId639497","crsName173505","descr359177"
"crsCode154860","deptId53473","crsName77965","descr552244"
"crsCode46696","deptId815707","crsName983191","descr861842"
"crsCode306237","deptId153986","crsName739223","descr830235"
"crsCode649544","deptId916286","crsName498833","descr664405"
"crsCode375563","deptId244770","crsName85651","descr221295"
"crsCode554945","deptId544466","crsName553755","descr252221"
"crsCode694419","deptId211855","crsName310677","descr11985"
"crsCode65635","deptId64673","crsName622209","descr654258"
"crsCode496389","deptId626400","crsName551155","descr750268"
"crsCode416013","deptId693150","crsName538356","descr82068"
"crsCode610755","deptId767860","crsName980614","descr479301"
"crsCode118835","deptId492200","crsName435269","descr977340"
"crsCode611937","deptId34168","crsName937385","descr12572"
"crsCode674778","deptId954694","crsName724072","descr242431"
"crsCode838246","deptId58783","crsName903416","descr916234"
"crsCode905114","deptId411305","crsName379186","descr148844"
"crsCode904138","deptId685353","crsName986386","descr847731"
"crsCode920731","deptId806767","crsName489883","descr301451"
"crsCode758133","deptId814686","crsName482776","descr324179"
"crsCode602648","deptId865820","crsName214844","descr950493"
"crsCode858118","deptId283730","crsName641195","descr909250"
"crsCode603422","deptId970464","crsName479250","descr358880"
"crsCode622921","deptId238241","crsName721073","descr927858"
"crsCode311309","deptId505750","crsName602553","descr131402"
"crsCode631231","deptId90353","crsName466255","descr83501"
"crsCode989269","deptId922496","crsName364080","descr47435"
"crsCode105434","deptId924980","crsName74224","descr267993"
"crsCode310842","deptId704398","crsName632475","descr383053"
"crsCode296893","deptId548133","crsName150780","descr312502"
"crsCode208529","deptId134102","crsName250939","descr438965"
"crsCode764671","deptId365896","crsName799137","descr98395"
"crsCode949056","deptId882138","crsName128568","descr582177"
"crsCode908649","deptId311596","crsName779278","descr779134"
"crsCode497089","deptId45575","crsName562584","descr706409"
"crsCode449587","deptId701290","crsName913458","descr66667"
"crsCode242270","deptId568946","crsName125380","descr467487"
"crsCode906442","deptId436836","crsName711809","descr316937"
"crsCode241974","deptId747418","crsName73033","descr982865"
"crsCode350413","deptId501577","crsName725486","descr407259"
"crsCode141174","deptId903019","crsName787988","descr100356"
"crsCode846666","deptId95949","crsName81778","descr326586"
"crsCode833633","deptId399351","crsName540277","descr232568"
"crsCode231557","deptId371315","crsName17795","descr498717"
"crsCode802504","deptId264572","crsName792348","descr435432"
"crsCode366962","deptId312772","crsName979293","descr286674"
"crsCode780754","deptId41506","crsName520159","descr284232"
"crsCode395637","deptId665047","crsName747772","descr92164"
"crsCode12469","deptId902203","crsName981937","descr642183"
"crsCode265769","deptId956873","crsName938911","descr882741"
"crsCode440058","deptId218052","crsName645484","descr845004"
"crsCode268949","deptId343620","crsName704903","descr968194"
"crsCode974972","deptId665696","crsName27080","descr114363"
"crsCode578360","deptId652665","crsName417717","descr231140"
"crsCode558633","deptId318817","crsName983137","descr707439"
"crsCode252605","deptId576231","crsName951854","descr87403"
"crsCode705215","deptId418688","crsName840884","descr295487"
"crsCode722119","deptId582420","crsName650170","descr250947"
"crsCode984720","deptId709794","crsName44129","descr807674"
"crsCode471462","deptId440464","crsName74401","descr20976"
"crsCode499902","deptId757971","crsName23786","descr999149"
"crsCode883680","deptId679991","crsName52780","descr16787"
"crsCode224703","deptId718155","crsName448370","descr827417"
"crsCode937705","deptId459821","crsName63785","descr828132"
"crsCode760793","deptId838318","crsName545023","descr701631"
"crsCode978858","deptId903137","crsName535783","descr985719"
"crsCode74854","deptId702725","crsName593593","descr779350"
"crsCode535741","deptId484172","crsName147445","descr614330"
"crsCode475857","deptId769543","crsName962280","descr750736"
"crsCode419950","deptId692273","crsName727911","descr476658"
"crsCode943639","deptId82773","crsName745016","descr552539"
"crsCode341819","deptId754204","crsName198929","descr260611"
"crsCode56455","deptId61111","crsName776824","descr513884"
"crsCode573845","deptId274277","crsName474889","descr266215"
"crsCode860738","deptId879649","crsName480406","descr213747"
"crsCode688477","deptId44268","crsName915560","descr496051"
"crsCode838266","deptId969970","crsName516260","descr405947"
"crsCode207463","deptId144668","crsName777801","descr741399"
"crsCode988278","deptId771505","crsName132566","descr495624"
"crsCode712697","deptId623145","crsName391241","descr734812"
"crsCode777420","deptId223504","crsName269569","descr117672"
"crsCode513100","deptId317908","crsName404613","descr862053"
"crsCode823206","deptId441067","crsName258589","descr231525"
"crsCode376202","deptId767075","crsName531102","descr336880"
"crsCode38525","deptId42119","crsName73796","descr687359"
"crsCode431886","deptId427883","crsName402935","descr49876"
"crsCode739296","deptId736533","crsName36080","descr105972"
"crsCode151142","deptId18952","crsName586037","descr972163"
"crsCode525870","deptId864494","crsName102528","descr321850"
"crsCode929876","deptId166753","crsName103614","descr966023"
"crsCode486359","deptId742230","crsName70067","descr189633"
"crsCode486984","deptId88102","crsName988730","descr776261"
"crsCode403870","deptId703482","crsName346410","descr736882"
"crsCode883047","deptId918739","crsName166805","descr199487"
"crsCode931929","deptId446068","crsName540074","descr336948"
"crsCode895559","deptId64748","crsName707258","descr497419"
"crsCode628783","deptId663044","crsName510359","descr730084"
"crsCode869424","deptId47809","crsName838424","descr471967"
"crsCode248216","deptId195094","crsName461946","descr173466"
"crsCode2459","deptId75945","crsName334049","descr384903"
"crsCode246881","deptId769664","crsName10492","descr949416"
"crsCode619254","deptId143304","crsName873990","descr57834"
"crsCode538725","deptId622722","crsName931944","descr590939"
"crsCode973150","deptId341066","crsName377531","descr276490"
"crsCode771988","deptId37638","crsName922796","descr763130"
"crsCode555748","deptId751335","crsName908729","descr348482"
"crsCode652911","deptId438623","crsName607896","descr604612"
"crsCode796232","deptId338847","crsName559478","descr57032"
"crsCode139401","deptId532683","crsName868124","descr164788"
"crsCode206528","deptId343485","crsName87278","descr681386"
"crsCode833927","deptId245043","crsName683918","descr265278"
"crsCode737585","deptId655062","crsName810845","descr73106"
"crsCode545632","deptId546024","crsName583969","descr681360"
"crsCode398516","deptId439625","crsName506370","descr326980"
"crsCode748126","deptId61413","crsName871663","descr353172"
"crsCode764498","deptId382909","crsName314718","descr737692"
"crsCode968795","deptId646865","crsName72944","descr476138"
"crsCode314184","deptId541735","crsName894834","descr528211"
"crsCode61188","deptId946491","crsName386432","descr608240"
"crsCode355076","deptId681348","crsName874372","descr625913"
"crsCode832217","deptId369118","crsName852956","descr872636"
"crsCode253029","deptId759384","crsName956954","descr71097"
"crsCode916778","deptId658076","crsName192933","descr547421"
"crsCode37630","deptId163767","crsName369852","descr579737"
"crsCode707675","deptId264133","crsName293659","descr912927"
"crsCode852627","deptId623674","crsName447222","descr663225"
"crsCode381024","deptId677583","crsName636386","descr561541"
"crsCode497049","deptId503687","crsName904659","descr126161"
"crsCode360769","deptId274972","crsName600320","descr140431"
"crsCode100218","deptId359307","crsName824227","descr922101"
"crsCode375703","deptId470649","crsName717212","descr208180"
"crsCode687503","deptId860992","crsName474805","descr468562"
"crsCode318796","deptId644187","crsName393536","descr707686"
"crsCode885731","deptId271658","crsName646365","descr671984"
"crsCode709023","deptId216417","crsName295064","descr461970"
"crsCode595702","deptId610067","crsName562159","descr901359"
"crsCode979677","deptId634199","crsName769520","descr126495"
"crsCode979703","deptId227604","crsName331649","descr445772"
"crsCode952360","deptId265647","crsName927930","descr580524"
"crsCode417673","deptId656653","crsName906028","descr9243"
"crsCode987892","deptId14087","crsName211077","descr986452"
"crsCode667198","deptId530730","crsName186123","descr116043"
"crsCode62724","deptId524135","crsName864454","descr794923"
"crsCode855198","deptId755934","crsName891067","descr915879"
"crsCode768625","deptId300993","crsName165138","descr897279"
"crsCode728417","deptId852968","crsName195801","descr522577"
"crsCode208419","deptId476017","crsName891745","descr551833"
"crsCode298352","deptId540370","crsName925894","descr332359"
"crsCode458965","deptId33533","crsName758541","descr10236"
"crsCode386087","deptId225518","crsName195750","descr467936"
"crsCode701141","deptId785236","crsName684176","descr708962"
"crsCode629526","deptId215386","crsName162779","descr993869"
"crsCode516353","deptId258192","crsName595273","descr632196"
"crsCode37691","deptId852667","crsName809678","descr886490"
"crsCode292298","deptId349813","crsName489719","descr21904"
"crsCode353416","deptId85826","crsName831207","descr362220"
"crsCode697524","deptId378737","crsName5307","descr807474"
"crsCode618083","deptId911404","crsName685903","descr849346"
"crsCode289300","deptId489052","crsName566938","descr647693"
"crsCode752224","deptId580411","crsName212085","descr924533"
"crsCode70224","deptId480759","crsName567801","descr861185"
"crsCode799561","deptId776896","crsName674309","descr690745"
"crsCode40482","deptId527279","crsName892511","descr843044"
"crsCode872086","deptId999058","crsName594290","descr387420"
"crsCode688981","deptId448344","crsName595445","descr971979"
"crsCode453237","deptId291094","crsName761069","descr85380"
"crsCode822725","deptId581619","crsName516232","descr709952"
"crsCode651010","deptId268214","crsName622378","descr158899"
"crsCode404451","deptId530602","crsName726342","descr385866"
"crsCode385999","deptId929324","crsName892834","descr776964"
"crsCode454959","deptId591953","crsName439676","descr908458"
"crsCode539933","deptId794806","crsName995083","descr191916"
"crsCode532283","deptId736997","crsName150110","descr204698"
"crsCode747681","deptId583712","crsName987361","descr594747"
"crsCode60590","deptId175054","crsName235391","descr94606"
"crsCode930623","deptId158335","crsName370913","descr487067"
"crsCode239998","deptId435230","crsName741971","descr331764"
"crsCode988434","deptId363890","crsName331144","descr330957"
"crsCode880372","deptId17488","crsName730292","descr614389"
"crsCode98338","deptId989921","crsName796759","descr873968"
"crsCode603308","deptId781900","crsName569562","descr635443"
"crsCode182635","deptId908352","crsName43090","descr210492"
"crsCode882321","deptId327327","crsName202529","descr920843"
"crsCode740572","deptId421514","crsName388475","descr274240"
"crsCode252325","deptId912197","crsName591814","descr236946"
"crsCode53717","deptId930503","crsName742875","descr529321"
"crsCode459190","deptId88481","crsName150378","descr117722"
"crsCode568551","deptId875784","crsName543162","descr225597"
"crsCode144298","deptId293377","crsName305549","descr823019"
"crsCode931032","deptId103784","crsName524705","descr124057"
"crsCode407604","deptId412252","crsName151315","descr420492"
"crsCode545692","deptId511050","crsName546399","descr160888"
"crsCode379867","deptId648469","crsName646210","descr820793"
"crsCode329436","deptId980639","crsName724480","descr56365"
"crsCode933753","deptId733367","crsName611650","descr869228"
"crsCode455154","deptId258719","crsName752599","descr963428"
"crsCode890362","deptId374776","crsName731419","descr18966"
"crsCode418858","deptId562636","crsName649973","descr858023"
"crsCode203353","deptId559864","crsName535866","descr152996"
"crsCode812419","deptId247796","crsName74351","descr936149"
"crsCode720357","deptId540033","crsName822635","descr338236"
"crsCode809451","deptId89134","crsName471131","descr258987"
"crsCode177281","deptId913094","crsName825183","descr491327"
"crsCode350598","deptId812121","crsName347922","descr807484"
"crsCode23903","deptId475429","crsName384488","descr789574"
"crsCode21160","deptId985377","crsName502064","descr525690"
"crsCode221380","deptId556199","crsName852408","descr625127"
"crsCode483413","deptId198460","crsName340047","descr162797"
"crsCode44231","deptId535485","crsName450085","descr581424"
"crsCode419591","deptId984935","crsName42575","descr459320"
"crsCode424594","deptId209282","crsName590183","descr382440"
"crsCode682664","deptId396587","crsName901201","descr993112"
"crsCode231519","deptId236733","crsName920600","descr90834"
"crsCode721939","deptId632411","crsName170870","descr341350"
"crsCode790331","deptId558749","crsName559538","descr737130"
"crsCode949655","deptId565781","crsName92452","descr589906"
"crsCode314117","deptId858109","crsName69396","descr917799"
"crsCode152627","deptId399934","crsName299009","descr650599"
"crsCode42479","deptId713439","crsName683069","descr247610"
"crsCode379355","deptId959048","crsName696437","descr245324"
"crsCode670588","deptId300210","crsName908239","descr446923"
"crsCode479793","deptId626798","crsName435244","descr580927"
"crsCode436416","deptId558734","crsName306189","descr797120"
"crsCode196428","deptId372020","crsName165009","descr415193"
"crsCode919523","deptId864629","crsName722012","descr73720"
"crsCode845300","deptId290281","crsName830548","descr154574"
"crsCode221790","deptId435794","crsName957893","descr323017"
"crsCode996835","deptId981670","crsName574180","descr990059"
"crsCode391163","deptId459642","crsName687665","descr32583"
"crsCode433541","deptId75213","crsName924213","descr793304"
"crsCode78552","deptId208111","crsName241835","descr910974"
"crsCode577592","deptId219724","crsName511547","descr753302"
"crsCode917604","deptId282457","crsName462113","descr889076"
"crsCode888268","deptId844954","crsName138477","descr760256"
"crsCode758240","deptId80589","crsName752739","descr395946"
"crsCode928324","deptId927991","crsName45122","descr125963"
"crsCode249312","deptId95304","crsName814882","descr277274"
"crsCode650067","deptId304941","crsName786422","descr880263"
"crsCode215815","deptId975155","crsName601714","descr744247"
"crsCode763743","deptId764051","crsName702214","descr790237"
"crsCode891022","deptId534558","crsName389895","descr333810"
"crsCode643521","deptId866822","crsName810095","descr824208"
"crsCode918460","deptId406406","crsName187323","descr263920"
"crsCode108739","deptId689775","crsName701939","descr65790"
"crsCode792110","deptId664848","crsName923462","descr987670"
"crsCode548640","deptId17218","crsName707731","descr8862"
"crsCode907537","deptId83021","crsName21444","descr274048"
"crsCode122438","deptId278714","crsName399253","descr405378"
"crsCode426338","deptId573623","crsName39027","descr979075"
"crsCode827415","deptId588128","crsName945343","descr754068"
"crsCode714869","deptId305776","crsName217521","descr825776"
"crsCode604067","deptId227331","crsName965529","descr789274"
"crsCode568683","deptId443591","crsName622145","descr344786"
"crsCode645422","deptId909439","crsName182319","descr843379"
"crsCode294777","deptId809587","crsName930439","descr494700"
"crsCode501232","deptId482552","crsName129292","descr897881"
"crsCode562343","deptId189399","crsName89031","descr213949"
"crsCode986704","deptId145885","crsName413504","descr584414"
"crsCode116991","deptId97449","crsName611901","descr860008"
"crsCode79719","deptId645851","crsName681969","descr445593"
"crsCode223327","deptId973815","crsName99295","descr810948"
"crsCode279129","deptId386671","crsName642392","descr914436"
"crsCode53912","deptId772829","crsName466191","descr377378"
"crsCode459711","deptId551825","crsName49845","descr55136"
"crsCode792628","deptId111720","crsName531251","descr5618"
"crsCode589809","deptId106967","crsName386819","descr891532"
"crsCode557095","deptId565767","crsName979116","descr286294"
"crsCode486671","deptId157275","crsName901912","descr897341"
"crsCode776910","deptId395789","crsName477971","descr429539"
"crsCode613123","deptId921526","crsName126370","descr940278"
"crsCode780337","deptId921644","crsName832766","descr828574"
"crsCode225988","deptId704069","crsName6444","descr482320"
"crsCode319298","deptId962682","crsName911738","descr804032"
"crsCode197327","deptId894247","crsName739544","descr641395"
"crsCode403420","deptId472239","crsName293776","descr983922"
"crsCode511214","deptId679357","crsName917795","descr203098"
"crsCode379463","deptId625125","crsName419138","descr457233"
"crsCode642163","deptId254824","crsName275814","descr863763"
"crsCode212848","deptId158870","crsName782412","descr419434"
"crsCode68666","deptId996750","crsName780240","descr647612"
"crsCode480691","deptId403041","crsName859173","descr321406"
"crsCode26796","deptId537365","crsName31407","descr629191"
"crsCode861715","deptId644870","crsName746813","descr873471"
"crsCode839417","deptId70246","crsName254822","descr716662"
"crsCode579005","deptId170660","crsName937471","descr963409"
"crsCode380698","deptId320043","crsName867190","descr69087"
"crsCode939787","deptId528641","crsName960142","descr974409"
"crsCode852631","deptId317072","crsName703287","descr406312"
"crsCode682812","deptId719106","crsName533769","descr371697"
"crsCode941308","deptId472005","crsName374365","descr832395"
"crsCode101054","deptId66478","crsName26184","descr868225"
"crsCode802851","deptId561977","crsName863029","descr977235"
"crsCode827495","deptId862767","crsName785118","descr87271"
"crsCode115759","deptId979040","crsName423079","descr749917"
"crsCode187061","deptId239952","crsName691351","descr233728"
"crsCode747148","deptId431662","crsName568819","descr758488"
"crsCode258898","deptId604991","crsName922041","descr849436"
"crsCode517874","deptId774042","crsName350262","descr176324"
"crsCode24403","deptId520780","crsName333828","descr513789"
"crsCode339809","deptId724763","crsName46116","descr344374"
"crsCode139254","deptId759016","crsName889332","descr961688"
"crsCode897380","deptId542190","crsName900108","descr367506"
"crsCode616161","deptId491559","crsName289787","descr232273"
"crsCode337168","deptId849549","crsName8153","descr846671"
"crsCode502120","deptId624893","crsName333961","descr610563"
"crsCode100163","deptId315896","crsName333582","descr23670"
"crsCode689605","deptId900740","crsName678278","descr672502"
"crsCode179239","deptId794928","crsName692614","descr702691"
"crsCode479007","deptId212980","crsName955604","descr535526"
"crsCode494446","deptId251126","crsName340155","descr352386"
"crsCode257989","deptId633833","crsName159247","descr339458"
"crsCode155285","deptId83216","crsName655293","descr704914"
"crsCode298802","deptId807521","crsName256654","descr286186"
"crsCode965539","deptId880324","crsName615672","descr269093"
"crsCode933320","deptId371962","crsName446369","descr641648"
"crsCode701800","deptId657371","crsName936753","descr396382"
"crsCode111895","deptId847992","crsName847314","descr330647"
"crsCode819392","deptId204319","crsName710279","descr798385"
"crsCode840661","deptId481724","crsName914470","descr858519"
"crsCode114576","deptId402396","crsName710259","descr526821"
"crsCode208996","deptId918285","crsName19035","descr836502"
"crsCode570245","deptId464034","crsName170378","descr970005"
"crsCode710801","deptId9043","crsName799657","descr832815"
"crsCode801625","deptId904256","crsName801527","descr364330"
"crsCode813904","deptId177686","crsName196291","descr646447"
"crsCode851023","deptId827019","crsName738628","descr596450"
"crsCode482051","deptId415619","crsName910229","descr770450"
"crsCode878452","deptId855124","crsName544847","descr488716"
"crsCode663922","deptId314599","crsName976517","descr521290"
"crsCode941598","deptId218613","crsName672086","descr418889"
"crsCode122258","deptId541681","crsName382643","descr368696"
"crsCode327086","deptId319301","crsName42542","descr119500"
"crsCode946176","deptId66100","crsName822586","descr699056"
"crsCode960783","deptId849438","crsName390021","descr364570"
"crsCode63749","deptId953442","crsName109743","descr70073"
"crsCode196790","deptId945053","crsName321573","descr222603"
"crsCode479953","deptId27985","crsName310431","descr479754"
"crsCode148322","deptId417762","crsName769650","descr398982"
"crsCode122369","deptId90105","crsName822994","descr855502"
"crsCode489563","deptId954635","crsName104872","descr699976"
"crsCode971482","deptId318196","crsName221644","descr273504"
"crsCode351604","deptId567677","crsName886559","descr882909"
"crsCode584205","deptId921341","crsName524808","descr344847"
"crsCode950154","deptId928859","crsName655049","descr426021"
"crsCode71219","deptId814833","crsName27389","descr341403"
"crsCode787076","deptId643596","crsName416496","descr267024"
"crsCode367313","deptId657424","crsName994523","descr843893"
"crsCode883923","deptId378552","crsName797050","descr660514"
"crsCode703762","deptId306172","crsName24204","descr565251"
"crsCode285745","deptId907211","crsName367911","descr874095"
"crsCode226001","deptId833976","crsName511605","descr265945"
"crsCode872867","deptId318961","crsName737487","descr925471"
"crsCode560526","deptId146537","crsName926196","descr478976"
"crsCode710649","deptId901144","crsName587429","descr219371"
"crsCode941173","deptId415064","crsName686625","descr661746"
"crsCode960650","deptId188784","crsName496312","descr421277"
"crsCode228765","deptId497262","crsName490895","descr345371"
"crsCode6971","deptId671021","crsName547567","descr223316"
"crsCode271492","deptId487862","crsName441993","descr420185"
"crsCode500534","deptId620803","crsName572042","descr425789"
"crsCode458069","deptId939359","crsName830103","descr710653"
"crsCode772340","deptId566377","crsName567974","descr65050"
"crsCode540003","deptId941367","crsName971064","descr386376"
"crsCode626038","deptId892886","crsName652726","descr657087"
"crsCode779757","deptId115440","crsName881447","descr118894"
"crsCode869957","deptId459463","crsName74188","descr543567"
"crsCode314330","deptId247965","crsName426713","descr635989"
"crsCode83831","deptId79222","crsName702992","descr909315"
"crsCode689404","deptId805429","crsName884731","descr193366"
"crsCode164843","deptId229732","crsName48645","descr985954"
"crsCode986191","deptId671503","crsName909813","descr123195"
"crsCode294025","deptId570511","crsName275528","descr691018"
"crsCode931512","deptId188260","crsName440363","descr155839"
"crsCode745796","deptId938300","crsName339858","descr762469"
"crsCode384776","deptId998288","crsName799608","descr970321"
"crsCode955673","deptId790190","crsName406579","descr943028"
"crsCode936503","deptId657937","crsName859699","descr216336"
"crsCode389776","deptId856812","crsName373527","descr803975"
"crsCode396715","deptId169734","crsName91051","descr38287"
"crsCode66103","deptId804670","crsName234690","descr699586"
"crsCode396529","deptId727600","crsName806252","descr64466"
